Player,Position,Birthdate,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
Carsen Twarynski,F,11/24/1997,,,,,,,,,,,,,,,
Carson McMillan,F,9/10/1988,,,,,,,,,,,,,,,
Carson Meyer,F,8/18/1997,,,,,,,,,,,,,,,
Carter Ashton,F,4/1/1991,,,,,,,0.23,,,,,,,,
Carter Bancks,F,8/9/1989,,,,,,,,,,,,,,,
Carter Camper,F,7/6/1988,,,,,,,,,,,,,,,
Carter Rowney,F,5/10/1989,,,,,,,,,,,0.22,0.26,0.25,,
Carter Verhaeghe,F,8/14/1995,,,,,,,,,,,,,0.06,0.04,0.04
Casey Bailey,F,10/27/1991,,,,,,,,,,,,,,,
Casey Cizikas,F,2/27/1991,,,,,,0.17,0.15,0.18,0.18,0.20,0.17,0.14,0.23,0.16,0.15
Casey Mittelstadt,F,11/22/1998,,,,,,,,,,,,0.04,0.03,0.02,0.03
Casey Wellman,F,10/18/1987,,,,,,,,,,,,,,,
Cedric Paquette,F,8/13/1993,,,,,,,,0.17,0.22,0.25,0.21,0.34,0.25,0.33,
Chad Kilger,F,11/27/1976,0.24,,,,,,,,,,,,,,
